Product,First_Transaction,Last_Transaction,Total_Transactions,Active_Transactions,Days_Since_Last,Days_Active,Transaction_Frequency,ClosingBalance,AgeNumeric
CH08050BB,2025-11-25,2025-11-26,12,12,0,2,6.0,12.0,0.5
CH1348,2025-11-26,2025-11-26,6,6,0,1,6.0,60.0,0.5
CH322,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
CH4370,2025-11-25,2025-11-26,12,12,0,2,6.0,11.0,0.5
CH4372,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
CH5019,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
CH8009,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
CH806040ZS,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
CH8796,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
CH9,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
CHCH8730,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
CHPPAR4018,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
CHPPARW05,2025-11-26,2025-11-26,6,6,0,1,6.0,15.0,0.5
CHPPFEWS08,2025-11-25,2025-11-26,12,12,0,2,6.0,4.0,0.5
CHPPFLW05,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
CHPPGN06,2025-11-25,2025-11-26,12,12,0,2,6.0,35.0,0.5
CHPPMIRP0825,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
CHPPMSSCH0520,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
CHSVBCHB0850,2025-11-26,2025-11-26,6,6,0,1,6.0,14.0,0.5
CSBTHWH,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
CSLCUBS50,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
CSSTWC137,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
DDCDD12032,2025-11-26,2025-11-26,6,6,0,1,6.0,15.0,0.5
DDCDD160220,2025-11-26,2025-11-26,6,6,0,1,6.0,18.0,0.5
DDCDD160225,2025-11-26,2025-11-26,6,6,0,1,6.0,18.0,0.5
DDCDD160275,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
DDCDD28435,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
ELACG1,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
ELCO157,2025-11-25,2025-11-26,12,12,0,2,6.0,56.0,0.5
ELDBK252,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
ELDFV10000,2025-11-25,2025-11-26,12,12,0,2,6.0,190.0,0.5
ELDFV1006,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
ELDFV3002,2025-11-25,2025-11-26,12,12,0,2,6.0,180.0,0.5
ELEA221,2025-11-25,2025-11-26,12,12,0,2,6.0,44.0,0.5
ELEA94,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
ELFL0090,2025-11-25,2025-11-26,12,12,0,2,6.0,200.0,0.5
ELG1062DL,2025-11-25,2025-11-26,12,12,0,2,6.0,28.0,0.5
ELHCFMG20IP68B,2025-11-25,2025-11-26,12,12,0,2,6.0,80.0,0.5
ELHDB3WN3C32,2025-11-25,2025-11-26,12,12,0,2,6.0,16.0,0.5
ELHDB3WZ2C20,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
ELHDB3WZ2C32,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
ELHDG3263,2025-11-25,2025-11-26,12,12,0,2,6.0,12.0,0.5
ELHDPZ50R16,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
ELHHEET0151920YG,2025-11-25,2025-11-26,12,12,0,2,6.0,9.0,0.5
ELHWDPHS6,2025-11-26,2025-11-26,6,6,0,1,6.0,9.0,0.5
ELLEDTIX501,2025-11-25,2025-11-26,12,12,0,2,6.0,100.0,0.5
ELLVA60B225WW,2025-11-25,2025-11-26,12,12,0,2,6.0,140.0,0.5
ELNEM104,2025-11-26,2025-11-26,6,6,0,1,6.0,1000.0,0.5
ELNET061,2025-11-26,2025-11-26,6,6,0,1,6.0,178.0,0.5
ELPCL5003,2025-11-25,2025-11-26,12,12,0,2,6.0,29.0,0.5
ELRSP440,2025-11-26,2025-11-26,6,6,0,1,6.0,111.0,0.5
ELS316W,2025-11-26,2025-11-26,6,6,0,1,6.0,12.0,0.5
ELTA7,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
EPDV894GAFB,2025-11-26,2025-11-26,6,6,0,1,6.0,24.0,0.5
FAEMXS5428,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
FEBB25,2025-11-26,2025-11-26,6,6,0,1,6.0,8.0,0.5
FEFSW21,2025-11-26,2025-11-26,6,6,0,1,6.0,500.0,0.5
FEGW1650,2025-11-26,2025-11-26,6,6,0,1,6.0,40.0,0.5
GA07BRU003,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
GA26006T,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
GA967866502,2025-11-26,2025-11-26,6,6,0,1,6.0,8.0,0.5
GACA55919,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
GACAP8169,2025-11-26,2025-11-26,6,6,0,1,6.0,6.0,0.5
GACP021G,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
GACP023T,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
GADSY190PS449,2025-11-26,2025-11-26,6,6,0,1,6.0,15.0,0.5
GAEALC1,2025-11-25,2025-11-26,12,12,0,2,6.0,19.0,0.5
GAEFB155KG,2025-11-25,2025-11-26,12,12,0,2,6.0,11.0,0.5
GAEPHDW500,2025-11-25,2025-11-26,12,12,0,2,6.0,14.0,0.5
GAFM457448,2025-11-26,2025-11-26,6,6,0,1,6.0,3.0,0.5
GAHP253010,2025-11-25,2025-11-26,12,12,0,2,6.0,65.0,0.5
GAI40322,2025-11-26,2025-11-26,6,6,0,1,6.0,3.0,0.5
GAJ007,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
GAOP2776,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
GAS04LIT852,2025-11-25,2025-11-26,12,12,0,2,6.0,8.0,0.5
GAVIGPS2,2025-11-25,2025-11-26,12,12,0,2,6.0,1.0,0.5
GAVS100100,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
GAWA100200,2025-11-25,2025-11-26,12,12,0,2,6.0,3.0,0.5
GBGSC08,2025-11-25,2025-11-26,12,12,0,2,6.0,1.0,0.5
GFHB25,2025-11-25,2025-11-26,12,12,0,2,6.0,50.0,0.5
GFHB40,2025-11-25,2025-11-26,12,12,0,2,6.0,70.0,0.5
HFCH4626,2025-11-26,2025-11-26,6,6,0,1,6.0,8.0,0.5
HFTO2100042,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
HTECSPAR081,2025-11-25,2025-11-26,12,12,0,2,6.0,38.0,0.5
HTECSPAR121,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
HTESDSL4100,2025-11-25,2025-11-26,12,12,0,2,6.0,59.0,0.5
HTEWCL1601,2025-11-25,2025-11-26,12,12,0,2,6.0,39.0,0.5
HW4016PRB500,2025-11-26,2025-11-26,6,6,0,1,6.0,15.0,0.5
HW9157,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
HWCQPINE1L,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
HWPVCR19,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
HWWBRE240,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
LPG8001,2025-11-25,2025-11-26,12,12,0,2,6.0,451.0,0.5
LTFG01580,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
LTFG02541,2025-11-25,2025-11-26,12,12,0,2,6.0,51.0,0.5
LTFG10172,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
OD05STM4,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
OPSHVWBO,2025-11-25,2025-11-26,12,12,0,2,6.0,120.0,0.5
OS1120017,2025-11-25,2025-11-26,12,12,0,2,6.0,60.0,0.5
OS203388,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
OSBVPW40L,2025-11-25,2025-11-26,12,12,0,2,6.0,100.0,0.5
OSDJA068,2025-11-26,2025-11-26,6,6,0,1,6.0,10.0,0.5
OSGF9254,2025-11-25,2025-11-26,12,12,0,2,6.0,51.0,0.5
OSGFS1225,2025-11-26,2025-11-26,6,6,0,1,6.0,4.0,0.5
OTPH1808029B,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
OTTH2537,2025-11-26,2025-11-26,6,6,0,1,6.0,19.0,0.5
OTTS7423,2025-11-25,2025-11-26,12,12,0,2,6.0,4.0,0.5
OTTT8640,2025-11-25,2025-11-26,12,12,0,2,6.0,24.0,0.5
OU12020EF,2025-11-25,2025-11-26,12,12,0,2,6.0,3241.5,0.5
OUB10520,2025-11-25,2025-11-26,12,12,0,2,6.0,8.0,0.5
OUOBCS,2025-11-25,2025-11-26,12,12,0,2,6.0,17210.0,0.5
PA40107345,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
PA5228062407,2025-11-25,2025-11-26,12,12,0,2,6.0,4.0,0.5
PABITSHI5,2025-11-25,2025-11-26,12,12,0,2,6.0,3.0,0.5
PADCW20,2025-11-25,2025-11-26,12,12,0,2,6.0,9.0,0.5
PADGEC1,2025-11-25,2025-11-26,12,12,0,2,6.0,7.0,0.5
PADGLBL5,2025-11-25,2025-11-26,12,12,0,2,6.0,34.0,0.5
PADIEBWH20,2025-11-25,2025-11-26,12,12,0,2,6.0,56.0,0.5
PADPSR5,2025-11-25,2025-11-26,12,12,0,2,6.0,8.0,0.5
PADRGGWH5,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
PADWWSW5,2025-11-25,2025-11-26,12,12,0,2,6.0,7.0,0.5
PAEPL0000300020,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
PAETDB130801,2025-11-25,2025-11-26,12,12,0,2,6.0,50.0,0.5
PAETDB310122,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
PAETDB310602,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
PAETDB310802,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
PAPTDBK,2025-11-25,2025-11-26,12,12,0,2,6.0,48.0,0.5
PAPTDWH,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
PASPMWHGD,2025-11-25,2025-11-26,12,12,0,2,6.0,216.0,0.5
PAUAC0000200020,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
PAUN00000010001,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
PAW455,2025-11-25,2025-11-26,12,12,0,2,6.0,12.0,0.5
PAW505MAT,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
PAWBD5CLE,2025-11-25,2025-11-26,12,12,0,2,6.0,4.0,0.5
PAWCO100TEA,2025-11-25,2025-11-26,12,12,0,2,6.0,1.0,0.5
PFECSW25,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
PFECSW40,2025-11-25,2025-11-26,12,12,0,2,6.0,50.0,0.5
PFHS4025,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
PFPET63,2025-11-25,2025-11-26,12,12,0,2,6.0,50.0,0.5
PFPRBTMF3225,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
PFPSD63,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
PFPTP63,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
PFWJSW41,2025-11-25,2025-11-26,12,12,0,2,6.0,60.0,0.5
PM22030,2025-11-25,2025-11-26,12,12,0,2,6.0,9.0,0.5
PPP20CL16,2025-11-25,2025-11-26,12,12,0,2,6.0,75.0,0.5
PPWUF40,2025-11-25,2025-11-26,12,12,0,2,6.0,35.0,0.5
PTEMBS200,2025-11-25,2025-11-26,12,12,0,2,6.0,3.0,0.5
PTERHRL802,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
SC0200700016,2025-11-25,2025-11-26,12,12,0,2,6.0,4.0,0.5
SE1900001,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
SF1030003,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
SF1030011,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
SS8050609,2025-11-26,2025-11-26,6,6,0,1,6.0,6.0,0.5
SS8160608,2025-11-26,2025-11-26,6,6,0,1,6.0,6.0,0.5
SS8160610,2025-11-26,2025-11-26,6,6,0,1,6.0,3.0,0.5
STST19166,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
STST500207,2025-11-25,2025-11-26,12,12,0,2,6.0,2.0,0.5
TA211316,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
TA211317,2025-11-25,2025-11-26,12,12,0,2,6.0,16.0,0.5
TA211320,2025-11-25,2025-11-26,12,12,0,2,6.0,8.0,0.5
TBMBH162718C,2025-11-25,2025-11-26,12,12,0,2,6.0,420.0,0.5
TBMEAL1201,2025-11-25,2025-11-26,12,12,0,2,6.0,300.0,0.5
TBMEC1002001,2025-11-25,2025-11-26,12,12,0,2,6.0,300.0,0.5
TBSP196024,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
TOTOWSETASS,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
TPTH90B,2025-11-25,2025-11-26,12,12,0,2,6.0,4300.0,0.5
TS1143830S5P,2025-11-25,2025-11-26,12,12,0,2,6.0,43.0,0.5
WASC1506N,2025-11-25,2025-11-26,12,12,0,2,6.0,4.0,0.5
WB07WBFPST,2025-11-25,2025-11-26,12,12,0,2,6.0,1.0,0.5
WJTSCBXL,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
WJTSCRXL,2025-11-26,2025-11-26,6,6,0,1,6.0,15.0,0.5
WS3333CG40,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
WS3333CG46,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
WS3333NB38,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
WS4867RB38,2025-11-25,2025-11-26,12,12,0,2,6.0,264.0,0.5
WS4867RB42,2025-11-25,2025-11-26,12,12,0,2,6.0,270.0,0.5
WTW20W,2025-11-26,2025-11-26,6,6,0,1,6.0,7.0,0.5
AB146716,2025-11-25,2025-11-26,13,13,0,2,6.5,30.0,0.5
ABEHSP008016,2025-11-25,2025-11-26,13,13,0,2,6.5,50.0,0.5
ABWG1000,2025-11-25,2025-11-26,13,13,0,2,6.5,260.0,0.5
AD06010,2025-11-25,2025-11-26,13,13,0,2,6.5,17.0,0.5
AD84135PT,2025-11-25,2025-11-26,13,13,0,2,6.5,15.0,0.5
ADSLNA,2025-11-25,2025-11-26,13,13,0,2,6.5,48.0,0.5
APALP11706,2025-11-25,2025-11-26,13,13,0,2,6.5,102.0,0.5
APDR90040,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
APDR90060,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
AU3M98371,2025-11-25,2025-11-26,13,13,0,2,6.5,88.0,0.5
AUCT2321,2025-11-25,2025-11-26,13,13,0,2,6.5,33.0,0.5
AUCT6047,2025-11-25,2025-11-26,13,13,0,2,6.5,78.0,0.5
AUORTR,2025-11-25,2025-11-26,13,13,0,2,6.5,100.0,0.5
AUSH44,2025-11-25,2025-11-26,13,13,0,2,6.5,108.0,0.5
AUSH563,2025-11-25,2025-11-26,13,13,0,2,6.5,51.0,0.5
AUSH97,2025-11-25,2025-11-26,13,13,0,2,6.5,137.0,0.5
AUU00170,2025-11-25,2025-11-26,13,13,0,2,6.5,7.0,0.5
AUW358,2025-11-25,2025-11-26,13,13,0,2,6.5,66.0,0.5
AUW507,2025-11-25,2025-11-26,13,13,0,2,6.5,6.0,0.5
AUW652,2025-11-25,2025-11-26,13,13,0,2,6.5,19.0,0.5
AUW669,2025-11-25,2025-11-26,13,13,0,2,6.5,7.0,0.5
BABSSC250B,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
BLCPR22,2025-11-25,2025-11-26,13,13,0,2,6.5,60.0,0.5
BLCWPC1KG,2025-11-25,2025-11-26,13,13,0,2,6.5,375.0,0.5
BLML5,2025-11-25,2025-11-26,13,13,0,2,6.5,8.0,0.5
BLOY500,2025-11-25,2025-11-26,13,13,0,2,6.5,50.0,0.5
BRYL40140,2025-11-25,2025-11-26,13,13,0,2,6.5,6.0,0.5
BW4043,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
BW50103,2025-11-25,2025-11-26,13,13,0,2,6.5,60.0,0.5
BW507,2025-11-25,2025-11-26,13,13,0,2,6.5,24.0,0.5
BW5163,2025-11-25,2025-11-26,13,13,0,2,6.5,12.0,0.5
BW9524,2025-11-25,2025-11-26,13,13,0,2,6.5,12.0,0.5
CA3347,2025-11-25,2025-11-26,13,13,0,2,6.5,12.0,0.5
CATTIVRND12,2025-11-25,2025-11-26,13,13,0,2,6.5,80.0,0.5
CH00760,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
CH06032BJ,2025-11-25,2025-11-26,13,13,0,2,6.5,18.0,0.5
CH11050888,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
CH12075YB,2025-11-25,2025-11-26,13,13,0,2,6.5,12.0,0.5
CH4669,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
CH4810,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
CH5167,2025-11-25,2025-11-26,13,13,0,2,6.5,229.0,0.5
CH8455,2025-11-25,2025-11-26,13,13,0,2,6.5,45.0,0.5
CH8623,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
CHBHS75,2025-11-25,2025-11-26,13,13,0,2,6.5,140.0,0.5
CHPPMSSCH0420,2025-11-25,2025-11-26,13,13,0,2,6.5,4.0,0.5
CHPPNN12,2025-11-25,2025-11-26,13,13,0,2,6.5,19.0,0.5
CHSVBWPN08,2025-11-25,2025-11-26,13,13,0,2,6.5,12.0,0.5
ELCGUK,2025-11-25,2025-11-26,13,13,0,2,6.5,3.0,0.5
ELD61SC,2025-11-25,2025-11-26,13,13,0,2,6.5,220.0,0.5
ELDFV10018,2025-11-25,2025-11-26,13,13,0,2,6.5,200.0,0.5
ELDFV2000,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
ELDFV2002,2025-11-25,2025-11-26,13,13,0,2,6.5,25.0,0.5
ELDFV2003,2025-11-25,2025-11-26,13,13,0,2,6.5,120.0,0.5
ELDFV2005,2025-11-25,2025-11-26,13,13,0,2,6.5,40.0,0.5
ELDFV2007,2025-11-25,2025-11-26,13,13,0,2,6.5,156.0,0.5
ELDFV3008,2025-11-25,2025-11-26,13,13,0,2,6.5,204.0,0.5
ELESBC6025,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
ELFL0085,2025-11-25,2025-11-26,13,13,0,2,6.5,500.0,0.5
ELFT0004,2025-11-25,2025-11-26,13,13,0,2,6.5,2300.0,0.5
ELG1040CW,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
ELGK6116A,2025-11-25,2025-11-26,13,13,0,2,6.5,3.0,0.5
ELH196,2025-11-25,2025-11-26,13,13,0,2,6.5,24.0,0.5
ELH226,2025-11-25,2025-11-26,13,13,0,2,6.5,28.0,0.5
ELHDC31211Q7,2025-11-25,2025-11-26,13,13,0,2,6.5,2.0,0.5
ELHDPZ50PR8IP30F,2025-11-25,2025-11-26,13,13,0,2,6.5,22.0,0.5
ELHJXF604025B,2025-11-25,2025-11-26,13,13,0,2,6.5,8.0,0.5
ELHM0115,2025-11-25,2025-11-26,13,13,0,2,6.5,254.0,0.5
ELHM0120,2025-11-25,2025-11-26,13,13,0,2,6.5,392.0,0.5
ELHM0160,2025-11-25,2025-11-26,13,13,0,2,6.5,240.0,0.5
ELHWDAT13SM,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
ELLH0090,2025-11-25,2025-11-26,13,13,0,2,6.5,240.0,0.5
ELLIFDLD130,2025-11-25,2025-11-26,13,13,0,2,6.5,4.0,0.5
ELLTGCLD256,2025-11-25,2025-11-26,13,13,0,2,6.5,200.0,0.5
ELLTLDEC100,2025-11-25,2025-11-26,13,13,0,2,6.5,50.0,0.5
ELMP0040,2025-11-25,2025-11-26,13,13,0,2,6.5,80.0,0.5
ELSC6RE,2025-11-25,2025-11-26,13,13,0,2,6.5,382.0,0.5
ELSSKGSO114,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
FAEMXS2413A,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
FEFS40,2025-11-25,2025-11-26,13,13,0,2,6.5,2.0,0.5
FEGW4050,2025-11-25,2025-11-26,13,13,0,2,6.5,72.0,0.5
GA01FIL803,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
GA01FIL804,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
GA12100,2025-11-25,2025-11-26,13,13,0,2,6.5,128.0,0.5
GA2,2025-11-25,2025-11-26,13,13,0,2,6.5,18.0,0.5
GACP132B,2025-11-25,2025-11-26,13,13,0,2,6.5,3.0,0.5
GAEMT17,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
GAESPF800,2025-11-25,2025-11-26,13,13,0,2,6.5,7.0,0.5
GALM000200,2025-11-25,2025-11-26,13,13,0,2,6.5,236.0,0.5
GAOP2777,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
GATPMO16,2025-11-25,2025-11-26,13,13,0,2,6.5,11.0,0.5
GAYSP5,2025-11-25,2025-11-26,13,13,0,2,6.5,40.0,0.5
GBGPRE1,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
GFEMFG32,2025-11-25,2025-11-26,13,13,0,2,6.5,150.0,0.5
GFPS32,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
HPGCANDY,2025-11-25,2025-11-26,13,13,0,2,6.5,1320.0,0.5
HTECSPAR141,2025-11-25,2025-11-26,13,13,0,2,6.5,50.0,0.5
HWAJ4840,2025-11-25,2025-11-26,13,13,0,2,6.5,45.0,0.5
HWBBP40112,2025-11-25,2025-11-26,13,13,0,2,6.5,14.0,0.5
HWPSSL5,2025-11-25,2025-11-26,13,13,0,2,6.5,26.0,0.5
LTFG01585,2025-11-25,2025-11-26,13,13,0,2,6.5,25.0,0.5
NBTB100,2025-11-25,2025-11-26,13,13,0,2,6.5,15.0,0.5
OD3390WHM,2025-11-25,2025-11-26,13,13,0,2,6.5,40.0,0.5
OD3852RB44,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
OPBKEL,2025-11-25,2025-11-26,13,13,0,2,6.5,30.0,0.5
OSDJA207,2025-11-25,2025-11-26,13,13,0,2,6.5,3.0,0.5
OSDJA211,2025-11-25,2025-11-26,13,13,0,2,6.5,30.0,0.5
OTRVORMSA10,2025-11-25,2025-11-26,13,13,0,2,6.5,48.0,0.5
OTTC1020,2025-11-25,2025-11-26,13,13,0,2,6.5,4.0,0.5
OTTC1040,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
OTTL3628,2025-11-25,2025-11-26,13,13,0,2,6.5,6.0,0.5
OTWCCF300,2025-11-25,2025-11-26,13,13,0,2,6.5,72.0,0.5
OTWPF300,2025-11-25,2025-11-26,13,13,0,2,6.5,6.0,0.5
OTWPS3PC,2025-11-25,2025-11-26,13,13,0,2,6.5,3.0,0.5
OTWSDS3PCM,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
PAD47023488,2025-11-25,2025-11-26,13,13,0,2,6.5,53.0,0.5
PADBME20L,2025-11-25,2025-11-26,13,13,0,2,6.5,30.0,0.5
PADGEW5,2025-11-25,2025-11-26,13,13,0,2,6.5,14.0,0.5
PADRGBB5,2025-11-25,2025-11-26,13,13,0,2,6.5,7.0,0.5
PADVATE1,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
PADWEB720,2025-11-25,2025-11-26,13,13,0,2,6.5,38.0,0.5
PASTC0000010020,2025-11-25,2025-11-26,13,13,0,2,6.5,12.0,0.5
PAW55MAT,2025-11-25,2025-11-26,13,13,0,2,6.5,18.0,0.5
PFWBPSB48,2025-11-25,2025-11-26,13,13,0,2,6.5,30.0,0.5
PMDSK9,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
PMPKM180,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
PPP50CL6,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
PTELAB20058,2025-11-25,2025-11-26,13,13,0,2,6.5,4.0,0.5
PTSPW2000,2025-11-25,2025-11-26,13,13,0,2,6.5,3.0,0.5
PTXPP9000,2025-11-25,2025-11-26,13,13,0,2,6.5,5.0,0.5
PVEP4532,2025-11-25,2025-11-26,13,13,0,2,6.5,20.0,0.5
PVEP4540,2025-11-25,2025-11-26,13,13,0,2,6.5,80.0,0.5
RSCH1004TG,2025-11-25,2025-11-26,13,13,0,2,6.5,878.8,0.5
RSRTRCG2404,2025-11-25,2025-11-26,13,13,0,2,6.5,46.0,0.5
RTWMT21,2025-11-25,2025-11-26,13,13,0,2,6.5,30.0,0.5
SBFA802709,2025-11-25,2025-11-26,13,13,0,2,6.5,7.0,0.5
SC0200700010,2025-11-25,2025-11-26,13,13,0,2,6.5,4.0,0.5
SE0600224,2025-11-25,2025-11-26,13,13,0,2,6.5,12.0,0.5
SE1300017,2025-11-25,2025-11-26,13,13,0,2,6.5,14.0,0.5
SEBY110B401222,2025-11-25,2025-11-26,13,13,0,2,6.5,6.0,0.5
SEPLBX970,2025-11-25,2025-11-26,13,13,0,2,6.5,24.0,0.5
SOXMC4,2025-11-25,2025-11-26,13,13,0,2,6.5,40.0,0.5
ST0300280009,2025-11-25,2025-11-26,13,13,0,2,6.5,6.0,0.5
STCG51,2025-11-25,2025-11-26,13,13,0,2,6.5,63.0,0.5
STCI64127,2025-11-25,2025-11-26,13,13,0,2,6.5,4.0,0.5
STDB25,2025-11-25,2025-11-26,13,13,0,2,6.5,8.0,0.5
STRT76166,2025-11-25,2025-11-26,13,13,0,2,6.5,13.0,0.5
TBPCG92412,2025-11-25,2025-11-26,13,13,0,2,6.5,80.0,0.5
TDMU4P,2025-11-25,2025-11-26,13,13,0,2,6.5,15.0,0.5
TMCM4430,2025-11-25,2025-11-26,13,13,0,2,6.5,400.0,0.5
TMPC36,2025-11-25,2025-11-26,13,13,0,2,6.5,101.0,0.5
TMTG1021548,2025-11-25,2025-11-26,13,13,0,2,6.5,60.0,0.5
TS1523860S7P,2025-11-25,2025-11-26,13,13,0,2,6.5,248.0,0.5
TTDP8100,2025-11-25,2025-11-26,13,13,0,2,6.5,8.0,0.5
WS3333NB40,2025-11-25,2025-11-26,13,13,0,2,6.5,15.0,0.5
WS3333NB44,2025-11-25,2025-11-26,13,13,0,2,6.5,10.0,0.5
WS4007RB50,2025-11-25,2025-11-26,13,13,0,2,6.5,15.0,0.5
AB269269,2025-11-25,2025-11-26,14,14,0,2,7.0,326.0,0.5
AD07450,2025-11-26,2025-11-26,7,7,0,1,7.0,18.0,0.5
