Product,First_Transaction,Last_Transaction,Total_Transactions,Active_Transactions,Days_Since_Last,Days_Active,Transaction_Frequency,ClosingBalance,AgeNumeric
GAFSTP18,2025-11-25,2025-11-26,10,10,0,2,5.0,3.0,0.5
GAHP205010,2025-11-25,2025-11-26,10,10,0,2,5.0,80.0,0.5
GAS01MPV001,2025-11-25,2025-11-26,10,10,0,2,5.0,12.0,0.5
GFRS2515,2025-11-25,2025-11-26,10,10,0,2,5.0,120.0,0.5
GUSGH520,2025-11-25,2025-11-26,10,10,0,2,5.0,405.0,0.5
HTECHS0304375,2025-11-25,2025-11-26,10,10,0,2,5.0,7.0,0.5
HW98290,2025-11-25,2025-11-26,10,10,0,2,5.0,5.0,0.5
HW9838,2025-11-26,2025-11-26,5,5,0,1,5.0,5.0,0.5
HWB1SLI178ZI,2025-11-25,2025-11-26,10,10,0,2,5.0,400.0,0.5
HWBT75BY,2025-11-25,2025-11-26,10,10,0,2,5.0,60.0,0.5
HWCCC594017,2025-11-25,2025-11-26,10,10,0,2,5.0,136.0,0.5
HWDR450,2025-11-25,2025-11-26,10,10,0,2,5.0,15.0,0.5
HWDS500ML,2025-11-25,2025-11-26,10,10,0,2,5.0,12.0,0.5
HWINAB40,2025-11-25,2025-11-26,10,10,0,2,5.0,1.0,0.5
HWJKXLCG,2025-11-25,2025-11-26,10,10,0,2,5.0,13.0,0.5
HWMCRE,2025-11-25,2025-11-26,10,10,0,2,5.0,40.0,0.5
HWPFPPS5,2025-11-25,2025-11-26,10,10,0,2,5.0,14.0,0.5
HWPJ3T1150685,2025-11-25,2025-11-26,10,10,0,2,5.0,2.0,0.5
LTFG02300,2025-11-25,2025-11-26,10,10,0,2,5.0,20.0,0.5
LTFG10074,2025-11-25,2025-11-26,10,10,0,2,5.0,10.0,0.5
LTFG73641,2025-11-25,2025-11-26,10,10,0,2,5.0,20.0,0.5
OD3852RB38,2025-11-25,2025-11-26,10,10,0,2,5.0,10.0,0.5
OP730A38,2025-11-25,2025-11-26,10,10,0,2,5.0,4.0,0.5
OP731A38,2025-11-25,2025-11-26,10,10,0,2,5.0,2.0,0.5
OS1120009,2025-11-25,2025-11-26,10,10,0,2,5.0,52.0,0.5
OTRVLILSA10,2025-11-25,2025-11-26,10,10,0,2,5.0,850.0,0.5
OTRVLIXXLSA10,2025-11-25,2025-11-26,10,10,0,2,5.0,6.0,0.5
OTTG2325,2025-11-25,2025-11-26,10,10,0,2,5.0,4.0,0.5
OTTK3202,2025-11-25,2025-11-26,10,10,0,2,5.0,15.0,0.5
OTTT8655,2025-11-25,2025-11-26,10,10,0,2,5.0,33.0,0.5
OTWPLVG,2025-11-25,2025-11-26,10,10,0,2,5.0,11.0,0.5
OUT07STE001,2025-11-25,2025-11-26,10,10,0,2,5.0,3.0,0.5
PAARW5,2025-11-25,2025-11-26,10,10,0,2,5.0,9.0,0.5
PADALSS5,2025-11-25,2025-11-26,10,10,0,2,5.0,2.0,0.5
PADIEBL5,2025-11-25,2025-11-26,10,10,0,2,5.0,8.0,0.5
PADPSR1,2025-11-25,2025-11-26,10,10,0,2,5.0,1.0,0.5
PADWEWH20,2025-11-25,2025-11-26,10,10,0,2,5.0,30.0,0.5
PADWLT15,2025-11-26,2025-11-26,5,5,0,1,5.0,4.0,0.5
PAETDB310402,2025-11-25,2025-11-26,10,10,0,2,5.0,20.0,0.5
PAGDTPB50,2025-11-25,2025-11-26,10,10,0,2,5.0,252.0,0.5
PAPTDOY,2025-11-25,2025-11-26,10,10,0,2,5.0,31.0,0.5
PASPFORGD,2025-11-25,2025-11-26,10,10,0,2,5.0,74.0,0.5
PAUBM0000010020,2025-11-25,2025-11-26,10,10,0,2,5.0,5.0,0.5
PAULS0010000020,2025-11-25,2025-11-26,10,10,0,2,5.0,7.0,0.5
PAWAA0000010020,2025-11-25,2025-11-26,10,10,0,2,5.0,6.0,0.5
PFHAM2020,2025-11-25,2025-11-26,10,10,0,2,5.0,51.0,0.5
PFPAM40,2025-11-25,2025-11-26,10,10,0,2,5.0,1.0,0.5
PFPAM504040,2025-11-25,2025-11-26,10,10,0,2,5.0,150.0,0.5
PFPCTF20,2025-11-25,2025-11-26,10,10,0,2,5.0,30.0,0.5
PFPSE63,2025-11-25,2025-11-26,10,10,0,2,5.0,20.0,0.5
PM150HPSM,2025-11-25,2025-11-26,10,10,0,2,5.0,3.0,0.5
PM30069,2025-11-25,2025-11-26,10,10,0,2,5.0,6.0,0.5
PMWN100075,2025-11-25,2025-11-26,10,10,0,2,5.0,4.0,0.5
PTBC1200,2025-11-25,2025-11-26,10,10,0,2,5.0,4.0,0.5
PTHJ400,2025-11-25,2025-11-26,10,10,0,2,5.0,6.0,0.5
PTHS150,2025-11-25,2025-11-26,10,10,0,2,5.0,3.0,0.5
RSCH1004KR,2025-11-26,2025-11-26,5,5,0,1,5.0,336.0,0.5
RTTP46,2025-11-25,2025-11-26,10,10,0,2,5.0,43.0,0.5
RTWPB1010,2025-11-26,2025-11-26,5,5,0,1,5.0,1.0,0.5
RTWPB1210,2025-11-25,2025-11-26,10,10,0,2,5.0,10.0,0.5
RW5001HVDYORANXL,2025-11-25,2025-11-26,10,10,0,2,5.0,40.0,0.5
RW5001RSGRS,2025-11-25,2025-11-26,10,10,0,2,5.0,60.0,0.5
RW6145POLYNAVYXL,2025-11-25,2025-11-26,10,10,0,2,5.0,4.0,0.5
SBFA802708,2025-11-25,2025-11-26,10,10,0,2,5.0,1.0,0.5
SCT430WS,2025-11-25,2025-11-26,10,10,0,2,5.0,10.0,0.5
SEY114B701131,2025-11-25,2025-11-26,10,10,0,2,5.0,36.0,0.5
SFWZE06BL,2025-11-25,2025-11-26,10,10,0,2,5.0,32.0,0.5
SFWZE09BL,2025-11-25,2025-11-26,10,10,0,2,5.0,4.0,0.5
SSRO10,2025-11-25,2025-11-26,10,10,0,2,5.0,1.0,0.5
SSSY05,2025-11-25,2025-11-26,10,10,0,2,5.0,5.0,0.5
SSVE05,2025-11-25,2025-11-26,10,10,0,2,5.0,15.0,0.5
STCI610050,2025-11-25,2025-11-26,10,10,0,2,5.0,2.0,0.5
STRB06,2025-11-25,2025-11-26,10,10,0,2,5.0,10.0,0.5
STRT51166,2025-11-25,2025-11-26,10,10,0,2,5.0,6.0,0.5
STST380206,2025-11-25,2025-11-26,10,10,0,2,5.0,2.0,0.5
TBMAW162718C,2025-11-25,2025-11-26,10,10,0,2,5.0,164.0,0.5
TBMBNI162718C,2025-11-25,2025-11-26,10,10,0,2,5.0,30.0,0.5
TBMESWG1002001,2025-11-25,2025-11-26,10,10,0,2,5.0,1200.0,0.5
TDDMP5V,2025-11-26,2025-11-26,5,5,0,1,5.0,10.0,0.5
TGBBTM5,2025-11-26,2025-11-26,5,5,0,1,5.0,3.0,0.5
TGBBTP2,2025-11-26,2025-11-26,5,5,0,1,5.0,3.0,0.5
TGHMUCM,2025-11-26,2025-11-26,5,5,0,1,5.0,0.3,0.5
TMBR45,2025-11-25,2025-11-26,10,10,0,2,5.0,2016.0,0.5
TMPM4430,2025-11-26,2025-11-26,5,5,0,1,5.0,20.0,0.5
TMPS1022230C,2025-11-25,2025-11-26,10,10,0,2,5.0,115.0,0.5
TS1523830S5P,2025-11-26,2025-11-26,5,5,0,1,5.0,35.0,0.5
TS1523842S5P,2025-11-25,2025-11-26,10,10,0,2,5.0,70.0,0.5
TS2283842S5P,2025-11-25,2025-11-26,10,10,0,2,5.0,90.0,0.5
TS503860S5P,2025-11-25,2025-11-26,10,10,0,2,5.0,381.0,0.5
TS763830CC,2025-11-26,2025-11-26,5,5,0,1,5.0,120.0,0.5
TS763833S5P,2025-11-26,2025-11-26,5,5,0,1,5.0,54.0,0.5
TS763854S5P,2025-11-26,2025-11-26,5,5,0,1,5.0,18.0,0.5
WJTSCOL,2025-11-25,2025-11-26,10,10,0,2,5.0,40.0,0.5
WJTSCOM,2025-11-25,2025-11-26,10,10,0,2,5.0,30.0,0.5
WJTSCRL,2025-11-25,2025-11-26,10,10,0,2,5.0,5.0,0.5
WS030060YN38,2025-11-25,2025-11-26,10,10,0,2,5.0,6.0,0.5
WS30090ORXXL,2025-11-25,2025-11-26,10,10,0,2,5.0,2.0,0.5
WS30090YLXXL,2025-11-25,2025-11-26,10,10,0,2,5.0,2.0,0.5
WS3333NB48,2025-11-25,2025-11-26,10,10,0,2,5.0,10.0,0.5
WS41010RB48,2025-11-25,2025-11-26,10,10,0,2,5.0,20.0,0.5
WTJHPPG,2025-11-26,2025-11-26,5,5,0,1,5.0,3.0,0.5
5644PCLWNAVYM,2025-11-25,2025-11-26,11,11,0,2,5.5,12.0,0.5
AB100157,2025-11-25,2025-11-26,11,11,0,2,5.5,30.0,0.5
AB2102,2025-11-25,2025-11-26,11,11,0,2,5.5,200.0,0.5
AB269435,2025-11-25,2025-11-26,11,11,0,2,5.5,450.0,0.5
AD04170,2025-11-25,2025-11-26,11,11,0,2,5.5,18.0,0.5
AD07150,2025-11-25,2025-11-26,11,11,0,2,5.5,18.0,0.5
AD08050,2025-11-25,2025-11-26,11,11,0,2,5.5,18.0,0.5
AD80211,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
ADCAGD1,2025-11-25,2025-11-26,11,11,0,2,5.5,36.0,0.5
ADPTB4850,2025-11-25,2025-11-26,11,11,0,2,5.5,6.0,0.5
ADSB090,2025-11-25,2025-11-26,11,11,0,2,5.5,24.0,0.5
ADSB280,2025-11-25,2025-11-26,11,11,0,2,5.5,47.0,0.5
AP2609256258,2025-11-25,2025-11-26,11,11,0,2,5.5,6.0,0.5
APALP11705,2025-11-25,2025-11-26,11,11,0,2,5.5,30.0,0.5
APALP41208555,2025-11-25,2025-11-26,11,11,0,2,5.5,8.0,0.5
APALP81710,2025-11-25,2025-11-26,11,11,0,2,5.5,23.0,0.5
APDR90030,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
APNR00025,2025-11-25,2025-11-26,11,11,0,2,5.5,2.0,0.5
APTC17900,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
APTC353043,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
APTC915025,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
APTCSB019,2025-11-25,2025-11-26,11,11,0,2,5.5,11.0,0.5
AU520655332,2025-11-25,2025-11-26,11,11,0,2,5.5,6.0,0.5
AUBH1750,2025-11-25,2025-11-26,11,11,0,2,5.5,2.0,0.5
AUCT6621,2025-11-25,2025-11-26,11,11,0,2,5.5,21.0,0.5
AUG1073MBP,2025-11-25,2025-11-26,11,11,0,2,5.5,30.0,0.5
AUGA214,2025-11-25,2025-11-26,11,11,0,2,5.5,1.0,0.5
AUMT6240,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
AUSH208,2025-11-25,2025-11-26,11,11,0,2,5.5,44.0,0.5
AUSH68,2025-11-25,2025-11-26,11,11,0,2,5.5,120.0,0.5
AUW464,2025-11-25,2025-11-26,11,11,0,2,5.5,60.0,0.5
BATSECOWH,2025-11-25,2025-11-26,11,11,0,2,5.5,11.0,0.5
BL51019728,2025-11-25,2025-11-26,11,11,0,2,5.5,90.0,0.5
BLSG2170,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
BR1005,2025-11-25,2025-11-26,11,11,0,2,5.5,11.0,0.5
BRIGV13450,2025-11-25,2025-11-26,11,11,0,2,5.5,4.0,0.5
BRISS956,2025-11-25,2025-11-26,11,11,0,2,5.5,2.0,0.5
BRISS970,2025-11-25,2025-11-26,11,11,0,2,5.5,15.0,0.5
BTWTWH0007,2025-11-25,2025-11-26,11,11,0,2,5.5,35.0,0.5
BTWTWH0020,2025-11-25,2025-11-26,11,11,0,2,5.5,14.0,0.5
BTWTWH0029,2025-11-25,2025-11-26,11,11,0,2,5.5,9.0,0.5
BWF4004,2025-11-25,2025-11-26,11,11,0,2,5.5,75.0,0.5
CH00777,2025-11-25,2025-11-26,11,11,0,2,5.5,105.0,0.5
CH00807,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
CH1077,2025-11-25,2025-11-26,11,11,0,2,5.5,100.0,0.5
CH8640,2025-11-25,2025-11-26,11,11,0,2,5.5,60.0,0.5
CHDJA634,2025-11-25,2025-11-26,11,11,0,2,5.5,15.0,0.5
CHFXH159,2025-11-25,2025-11-26,11,11,0,2,5.5,35.0,0.5
CHHFLB12ZS,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
CHL06032BS,2025-11-25,2025-11-26,11,11,0,2,5.5,50.0,0.5
CHPPDWC0850,2025-11-25,2025-11-26,11,11,0,2,5.5,12.0,0.5
CHPPDWC0863,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
CHPPFEW08,2025-11-25,2025-11-26,11,11,0,2,5.5,15.0,0.5
CHPPFEWS06,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
CHPPMSSCH0512,2025-11-25,2025-11-26,11,11,0,2,5.5,15.0,0.5
CHPPXOX10030,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
CHSB075100,2025-11-25,2025-11-26,11,11,0,2,5.5,28.0,0.5
CHT93412ZS,2025-11-25,2025-11-26,11,11,0,2,5.5,17.0,0.5
CTINMO300R0024,2025-11-25,2025-11-26,11,11,0,2,5.5,88.0,0.5
DDCDD160254,2025-11-25,2025-11-26,11,11,0,2,5.5,3.0,0.5
EL25EN,2025-11-25,2025-11-26,11,11,0,2,5.5,100.0,0.5
EL2LTGCLD243,2025-11-25,2025-11-26,11,11,0,2,5.5,43.0,0.5
ELBLT25STL,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
ELC49SC,2025-11-25,2025-11-26,11,11,0,2,5.5,4.0,0.5
ELCF0004,2025-11-25,2025-11-26,11,11,0,2,5.5,62.0,0.5
ELCO149,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
ELDFV2224,2025-11-25,2025-11-26,11,11,0,2,5.5,192.0,0.5
ELDFV8004,2025-11-25,2025-11-26,11,11,0,2,5.5,189.0,0.5
ELDFV8011,2025-11-25,2025-11-26,11,11,0,2,5.5,108.0,0.5
ELEC0002,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
ELFL0060,2025-11-25,2025-11-26,11,11,0,2,5.5,200.0,0.5
ELG1037SWW,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
ELG511ES,2025-11-25,2025-11-26,11,11,0,2,5.5,40.0,0.5
ELG511SES,2025-11-25,2025-11-26,11,11,0,2,5.5,120.0,0.5
ELG959,2025-11-25,2025-11-26,11,11,0,2,5.5,1.0,0.5
ELHDYNEZ402H,2025-11-25,2025-11-26,11,11,0,2,5.5,4.0,0.5
ELHJXF705025B,2025-11-25,2025-11-26,11,11,0,2,5.5,4.0,0.5
ELHM0105,2025-11-25,2025-11-26,11,11,0,2,5.5,386.0,0.5
ELJB0020,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
ELLFG1208E27AWW,2025-11-25,2025-11-26,11,11,0,2,5.5,3.0,0.5
ELLH0005,2025-11-25,2025-11-26,11,11,0,2,5.5,180.0,0.5
ELLTT818DL,2025-11-25,2025-11-26,11,11,0,2,5.5,58.0,0.5
ELLVA60E275DL,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
ELLVC37E274DL,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
ELPCL5010,2025-11-25,2025-11-26,11,11,0,2,5.5,65.0,0.5
ELTP1625,2025-11-25,2025-11-26,11,11,0,2,5.5,60.0,0.5
ELUSSF742B3,2025-11-25,2025-11-26,11,11,0,2,5.5,12.0,0.5
ELXDSO132USB,2025-11-25,2025-11-26,11,11,0,2,5.5,9.0,0.5
FAELEMUR1B01,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
FAEMXS5427,2025-11-25,2025-11-26,11,11,0,2,5.5,15.0,0.5
GACP006G,2025-11-25,2025-11-26,11,11,0,2,5.5,90.0,0.5
GACP013G,2025-11-25,2025-11-26,11,11,0,2,5.5,3.0,0.5
GACP021T,2025-11-25,2025-11-26,11,11,0,2,5.5,65.0,0.5
GACP023G,2025-11-25,2025-11-26,11,11,0,2,5.5,40.0,0.5
GAEAL1,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
GAFSTP15,2025-11-25,2025-11-26,11,11,0,2,5.5,6.0,0.5
GAHP2010,2025-11-25,2025-11-26,11,11,0,2,5.5,41.0,0.5
GAI32303,2025-11-25,2025-11-26,11,11,0,2,5.5,2.0,0.5
GALIT004,2025-11-25,2025-11-26,11,11,0,2,5.5,8.0,0.5
GAMOW024,2025-11-25,2025-11-26,11,11,0,2,5.5,4.0,0.5
GASSP008G,2025-11-25,2025-11-26,11,11,0,2,5.5,7.0,0.5
GFHP20,2025-11-25,2025-11-26,11,11,0,2,5.5,100.0,0.5
GFRB5020,2025-11-25,2025-11-26,11,11,0,2,5.5,12.0,0.5
GFSP15,2025-11-25,2025-11-26,11,11,0,2,5.5,288.0,0.5
GUSPS300,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
HFCH4613,2025-11-25,2025-11-26,11,11,0,2,5.5,16.0,0.5
HTECSPAR131,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
HTEPLRL0811,2025-11-25,2025-11-26,11,11,0,2,5.5,18.0,0.5
HTESDRPH2502,2025-11-25,2025-11-26,11,11,0,2,5.5,24.0,0.5
HWAJ4830,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
HWFL24,2025-11-25,2025-11-26,11,11,0,2,5.5,516.5,0.5
HWGDDT4825,2025-11-25,2025-11-26,11,11,0,2,5.5,30.0,0.5
HWHC4470,2025-11-25,2025-11-26,11,11,0,2,5.5,100.0,0.5
HWPPP10,2025-11-25,2025-11-26,11,11,0,2,5.5,26.0,0.5
HWRT,2025-11-25,2025-11-26,11,11,0,2,5.5,15.0,0.5
HWVWR2505KG,2025-11-25,2025-11-26,11,11,0,2,5.5,14.0,0.5
LTFG01730,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
LTFG10048,2025-11-25,2025-11-26,11,11,0,2,5.5,40.0,0.5
NAP32,2025-11-25,2025-11-26,11,11,0,2,5.5,2.0,0.5
OPSHCRE,2025-11-25,2025-11-26,11,11,0,2,5.5,30.0,0.5
OSCWTS,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
OSDJA070,2025-11-25,2025-11-26,11,11,0,2,5.5,20.0,0.5
OSDJA209,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
OTRFT50,2025-11-25,2025-11-26,11,11,0,2,5.5,10.0,0.5
OTRVLIXLSA10,2025-11-25,2025-11-26,11,11,0,2,5.5,100.0,0.5
OTSH63,2025-11-25,2025-11-26,11,11,0,2,5.5,1.0,0.5
OTTK3207,2025-11-25,2025-11-26,11,11,0,2,5.5,6.0,0.5
OTWTPO150,2025-11-25,2025-11-26,11,11,0,2,5.5,80.0,0.5
OUT07STE002,2025-11-25,2025-11-26,11,11,0,2,5.5,4.0,0.5
OUTMMPP4,2025-11-25,2025-11-26,11,11,0,2,5.5,3.0,0.5
PADARGY5,2025-11-25,2025-11-26,11,11,0,2,5.5,2.0,0.5
PADBW720,2025-11-25,2025-11-26,11,11,0,2,5.5,23.0,0.5
PADGPFS5,2025-11-25,2025-11-26,11,11,0,2,5.5,1.0,0.5
PADPWP1,2025-11-25,2025-11-26,11,11,0,2,5.5,9.0,0.5
PADRGGW1,2025-11-25,2025-11-26,11,11,0,2,5.5,1.0,0.5
PADROP1,2025-11-25,2025-11-26,11,11,0,2,5.5,14.0,0.5
PADVADO1,2025-11-25,2025-11-26,11,11,0,2,5.5,5.0,0.5
PAGDTBL50,2025-11-25,2025-11-26,11,11,0,2,5.5,1092.0,0.5
PAGDTBRO50,2025-11-25,2025-11-26,11,11,0,2,5.5,72.0,0.5
PAGDTPG50,2025-11-25,2025-11-26,11,11,0,2,5.5,162.0,0.5
PASPBBKGD,2025-11-25,2025-11-26,11,11,0,2,5.5,192.0,0.5
PASPFGRGD,2025-11-25,2025-11-26,11,11,0,2,5.5,72.0,0.5
PASPMSIGD,2025-11-25,2025-11-26,11,11,0,2,5.5,48.0,0.5
PAW501MAT,2025-11-25,2025-11-26,11,11,0,2,5.5,8.0,0.5
PFHAF3232,2025-11-25,2025-11-26,11,11,0,2,5.5,106.0,0.5
PFHAM2525,2025-11-25,2025-11-26,11,11,0,2,5.5,1.0,0.5
PFHT4030T,2025-11-25,2025-11-26,11,11,0,2,5.5,30.0,0.5
PFWJPSW40,2025-11-25,2025-11-26,11,11,0,2,5.5,19.0,0.5
PM200HPSM,2025-11-25,2025-11-26,11,11,0,2,5.5,7.0,0.5
PTJ-650V,2025-11-25,2025-11-26,11,11,0,2,5.5,3.0,0.5
PTXB2000,2025-11-25,2025-11-26,11,11,0,2,5.5,29.0,0.5
RFAS306,2025-11-25,2025-11-26,11,11,0,2,5.5,90.0,0.5
RTRP10025,2025-11-25,2025-11-26,11,11,0,2,5.5,200.0,0.5
RTWSC80BL1,2025-11-25,2025-11-26,11,11,0,2,5.5,150.0,0.5
SBFA802710,2025-11-25,2025-11-26,11,11,0,2,5.5,7.0,0.5
SC0200700011,2025-11-25,2025-11-26,11,11,0,2,5.5,4.0,0.5
SCSS75GY,2025-11-25,2025-11-26,11,11,0,2,5.5,11.0,0.5
SF1030009,2025-11-25,2025-11-26,11,11,0,2,5.5,3.0,0.5
SF1990074,2025-11-25,2025-11-26,11,11,0,2,5.5,7.0,0.5
SFDFSS105010,2025-11-25,2025-11-26,11,11,0,2,5.5,150.0,0.5
ST0300110046,2025-11-25,2025-11-26,11,11,0,2,5.5,2.0,0.5
TBMESGPG1502001,2025-11-25,2025-11-26,11,11,0,2,5.5,150.0,0.5
TDDSIDMC4P,2025-11-25,2025-11-26,11,11,0,2,5.5,35.0,0.5
TDPB19,2025-11-25,2025-11-26,11,11,0,2,5.5,200.0,0.5
TMCS36,2025-11-25,2025-11-26,11,11,0,2,5.5,80.0,0.5
TS1143836,2025-11-25,2025-11-26,11,11,0,2,5.5,742.0,0.5
TS1143842,2025-11-25,2025-11-26,11,11,0,2,5.5,682.0,0.5
WAPWH500E,2025-11-25,2025-11-26,11,11,0,2,5.5,8.0,0.5
WS4867RB46,2025-11-25,2025-11-26,11,11,0,2,5.5,170.0,0.5
WTV2500SS,2025-11-25,2025-11-26,11,11,0,2,5.5,1.0,0.5
WTV5000BG,2025-11-25,2025-11-26,11,11,0,2,5.5,6.0,0.5
4641YENAPPCT48,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
ADGD00SIKA5984,2025-11-25,2025-11-26,12,12,0,2,6.0,24.0,0.5
AGNFOF,2025-11-25,2025-11-26,12,12,0,2,6.0,5.0,0.5
AP11080953,2025-11-25,2025-11-26,12,12,0,2,6.0,16.0,0.5
AP2608596053,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
APALP6180048,2025-11-25,2025-11-26,12,12,0,2,6.0,23.0,0.5
APALP6180090,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
APDR10050,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
APDR72080,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
APDR75220,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
APDR75250,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
APDR80070,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
APNR0006,2025-11-25,2025-11-26,12,12,0,2,6.0,22.0,0.5
APTC915023,2025-11-25,2025-11-26,12,12,0,2,6.0,6.0,0.5
APTCHB35T,2025-11-25,2025-11-26,12,12,0,2,6.0,50.0,0.5
APTCHSK09E,2025-11-25,2025-11-26,12,12,0,2,6.0,31.0,0.5
APTCINS51665C,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
APTCP20040,2025-11-25,2025-11-26,12,12,0,2,6.0,7.0,0.5
APVC30HDA36,2025-11-26,2025-11-26,6,6,0,1,6.0,3.0,0.5
ATC915005,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
AU500259396,2025-11-26,2025-11-26,6,6,0,1,6.0,12.0,0.5
AU500549396,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
AUADBL10L,2025-11-25,2025-11-26,12,12,0,2,6.0,34.0,0.5
AUCT7647,2025-11-25,2025-11-26,12,12,0,2,6.0,16.0,0.5
AUEMGF0015,2025-11-26,2025-11-26,6,6,0,1,6.0,3.0,0.5
AUS300229,2025-11-26,2025-11-26,6,6,0,1,6.0,5.0,0.5
AUSA160,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
AUSH03,2025-11-25,2025-11-26,12,12,0,2,6.0,60.0,0.5
AUSH207,2025-11-26,2025-11-26,6,6,0,1,6.0,12.0,0.5
AUSH561,2025-11-25,2025-11-26,12,12,0,2,6.0,114.0,0.5
AUSH87,2025-11-25,2025-11-26,12,12,0,2,6.0,34.0,0.5
AUW638,2025-11-25,2025-11-26,12,12,0,2,6.0,19.0,0.5
BA3139,2025-11-25,2025-11-26,12,12,0,2,6.0,45.0,0.5
BA7178,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
BA7414,2025-11-25,2025-11-26,12,12,0,2,6.0,8.0,0.5
BAG500GL,2025-11-26,2025-11-26,6,6,0,1,6.0,3.0,0.5
BAH00155,2025-11-25,2025-11-26,12,12,0,2,6.0,15.0,0.5
BAKLP0357,2025-11-26,2025-11-26,6,6,0,1,6.0,60.0,0.5
BAKLP2824100,2025-11-25,2025-11-26,12,12,0,2,6.0,8.0,0.5
BAKLP3660,2025-11-26,2025-11-26,6,6,0,1,6.0,6.0,0.5
BLBWSR,2025-11-25,2025-11-26,12,12,0,2,6.0,240.0,0.5
BLCMO07,2025-11-25,2025-11-26,12,12,0,2,6.0,18.0,0.5
BLGDDD6904,2025-11-25,2025-11-26,12,12,0,2,6.0,8.0,0.5
BR8109,2025-11-25,2025-11-26,12,12,0,2,6.0,102.0,0.5
BR9420,2025-11-26,2025-11-26,6,6,0,1,6.0,36.0,0.5
BR9440,2025-11-26,2025-11-26,6,6,0,1,6.0,18.0,0.5
BRBTC15RB,2025-11-25,2025-11-26,12,12,0,2,6.0,80.0,0.5
BRBV70015,2025-11-25,2025-11-26,12,12,0,2,6.0,4.0,0.5
BRIBF40RB,2025-11-25,2025-11-26,12,12,0,2,6.0,1.0,0.5
BRIE35TOPSEALR,2025-11-25,2025-11-26,12,12,0,2,6.0,40.0,0.5
BRIW03,2025-11-26,2025-11-26,6,6,0,1,6.0,260.0,0.5
BSM206B,2025-11-25,2025-11-26,12,12,0,2,6.0,13.0,0.5
BWR7803,2025-11-25,2025-11-26,12,12,0,2,6.0,10.0,0.5
CA3327,2025-11-25,2025-11-26,12,12,0,2,6.0,30.0,0.5
CAFHD001,2025-11-25,2025-11-26,12,12,0,2,6.0,25.0,0.5
CAFTES707,2025-11-26,2025-11-26,6,6,0,1,6.0,30.0,0.5
CATGDG5,2025-11-25,2025-11-26,12,12,0,2,6.0,211.0,0.5
CATLB5,2025-11-25,2025-11-26,12,12,0,2,6.0,12.0,0.5
CC15EM,2025-11-25,2025-11-26,12,12,0,2,6.0,419.0,0.5
CEK42550HRE,2025-11-26,2025-11-26,6,6,0,1,6.0,3.0,0.5
CEUPCCASTMUT,2025-11-26,2025-11-26,6,6,0,1,6.0,11.0,0.5
CH06028BB,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
CH06041BB,2025-11-25,2025-11-26,12,12,0,2,6.0,20.0,0.5
